sentence_number,word,tag
135,A,B-QUANTITY
135,small,B-SIZE
135,green,B-BEVERAGE
135,tea,I-BEVERAGE
136,I'll,O
136,have,O
136,a,B-QUANTITY
136,peppermint,B-FLAVOR
136,tea,B-BEVERAGE
137,I'll,O
137,take,O
137,a,B-QUANTITY
137,decaf,B-COFFEE-TYPE
137,iced,B-TEMP
137,latte,I-COFFEE-TYPE
138,A,B-QUANTITY
138,small,B-SIZE
138,decaf,B-COFFEE-TYPE
138,coffee,B-BEVERAGE
139,Can,O
139,I,O
139,have,O
139,a,B-QUANTITY
139,decaf,B-COFFEE-TYPE
139,mocha,I-COFFEE-TYPE
139,latte,I-COFFEE-TYPE
140,A,B-QUANTITY
140,small,B-SIZE
140,decaf,B-COFFEE-TYPE
140,caramel,B-FLAVOR
140,macchiato,I-COFFEE-TYPE
141,A,B-QUANTITY
141,small,B-SIZE
141,chamomile,I-FLAVOR
141,tea,I-BEVERAGE
142,Can,O
142,I,O
142,get,O
142,a,B-QUANTITY
142,regular,B-SIZE
142,white,B-BEVERAGE
142,tea,I-BEVERAGE
143,Can,O
143,I,O
143,get,O
143,a,B-QUANTITY
143,English,B-BEVERAGE
143,tea,I-BEVERAGE
144,Can,O
144,I,O
144,get,O
144,a,B-QUANTITY
144,decaf,B-COFFEE-TYPE
144,coffee,I-COFFEE-TYPE
145,I'll,O
145,take,O
145,a,B-QUANTITY
145,decaf,B-COFFEE-TYPE
145,black,I-COFFEE-TYPE
145,coffee,I-BEVERAGE
146,Can,O
146,I,O
146,have,O
146,a,B-QUANTITY
146,regular,B-QUANTITY
146,Earl,B-FLAVOR
146,Grey,I-FLAVOR
146,tea,I-BEVERAGE
147,A,B-QUANTITY
147,small,B-SIZE
147,coffee,I-COFFEE-TYPE
148,Can,O
148,I,B-SIZE
148,Get,O
148,A,B-QUANTITY
148,Medium,B-SIZE
148,Caramel,B-FLAVOR
148,Macchiato,B-COFFEE-TYPE
148,With,O
148,Soy,B-MILK-TYPE
148,Milk,I-MILK-TYPE
148,And,O
148,A,B-QUANTITY
148,Raspberry,B-BAKERY-ITEM
148,Scone,I-BAKERY-ITEM
149,I,O
149,Would,O
149,Like,O
149,A,B-QUANTITY
149,Grande,B-SIZE
149,White,B-FLAVOR
149,Chocolate,I-FLAVOR
149,Mocha,B-COFFEE-TYPE
149,With,O
149,Honey,B-SWEETENER
149,And,O
149,A,B-QUANTITY
149,Ham,B-FOOD-ITEM
149,and,I-FOOD-ITEM
149,Cheese,I-FOOD-ITEM
149,Croissant,I-FOOD-ITEM
150,I,O
150,Would,O
150,Like,O
150,A,B-QUANTITY
150,Hot,B-TEMP
150,chai,B-COFFEE-TYPE
150,Latte,I-COFFEE-TYPE
150,With,O
150,Vanilla,B-FLAVOR
150,Syrup,B-ADD-ON
150,And,O
150,A,B-QUANTITY
150,Croissant,B-FOOD-ITEM
151,Give,O
151,Me,O
151,A,B-QUANTITY
151,Medium,B-SIZE
151,green,B-BEVERAGE
151,Tea,I-BEVERAGE
151,With,O
151,Two,B-QUANTITY
151,Sugars,B-SWEETENER
152,Can,B-COFFEE-TYPE
152,I,B-SIZE
152,Get,O
152,A,B-QUANTITY
152,Medium,B-SIZE
152,Americano,B-COFFEE-TYPE
152,With,O
152,Three,B-QUANTITY
152,Sugars,B-SWEETENER
152,And,O
152,A,B-QUANTITY
152,Cinnamon,B-BAKERY-ITEM
152,Roll,I-BAKERY-ITEM
153,Hey,O
153,Boss,O
153,Let,O
153,Me,O
153,Do,O
153,A,O
153,Dozen,B-QUANTITY
153,Donuts,B-BAKERY-ITEM
153,And,O
153,6,B-QUANTITY
153,Medium,B-SIZE
153,Black,B-COFFEE-TYPE
153,Coffees,I-COFFEE-TYPE
153,Hot,B-TEMP
153,That's,O
153,Everything,O
154,I,B-SIZE
154,Will,O
154,Take,O
154,A,B-QUANTITY
154,Medium,B-SIZE
154,Mocha,B-COFFEE-TYPE
154,With,O
154,Whole,B-MILK-TYPE
154,Milk,I-MILK-TYPE
154,And,O
154,A,B-QUANTITY
154,Raspberry,B-BAKERY-ITEM
154,Scone,I-BAKERY-ITEM
155,Let,O
155,Me,O
155,Have,O
155,A,B-QUANTITY
155,Medium,B-SIZE
155,Americano,B-COFFEE-TYPE
155,With,O
155,Two,B-QUANTITY
155,Shots,B-ADD-ON
155,And,O
155,Whipped,B-ADD-ON
155,Cream,I-ADD-ON
156,May,O
156,I,O
156,Order,O
156,A,B-QUANTITY
156,Medium,B-SIZE
156,Latte,B-COFFEE-TYPE
156,With,O
156,Skim,B-MILK-TYPE
156,Milk,I-MILK-TYPE
156,And,O
156,A,B-QUANTITY
156,Chocolate,B-BAKERY-ITEM
156,donut,I-BAKERY-ITEM
157,Give,O
157,Me,O
157,A,B-QUANTITY
157,Small,B-SIZE
157,Iced,B-TEMP
157,Vanilla,B-FLAVOR
157,Latte,B-COFFEE-TYPE
157,With,O
157,Soy,B-MILK-TYPE
157,Milk,I-MILK-TYPE
157,And,O
157,A,B-QUANTITY
157,Blueberry,B-BAKERY-ITEM
157,muffin,I-BAKERY-ITEM
158,Can,O
158,I,O
158,Have,O
158,A,B-QUANTITY
158,Small,B-SIZE
158,Espresso,B-COFFEE-TYPE
158,With,O
158,Vanilla,B-ADD-ON
158,Syrup,I-ADD-ON
158,And,O
158,A,B-QUANTITY
158,Plain,B-BAKERY-ITEM
158,Bagel,I-BAKERY-ITEM
159,Can,O
159,I,O
159,Have,O
159,A,B-QUANTITY
159,Small,B-SIZE
159,Espresso,B-COFFEE-TYPE
159,With,O
159,Vanilla,B-FLAVOR
159,Syrup,B-ADD-ON
159,And,O
159,A,B-QUANTITY
159,Plain,B-BAKERY-ITEM
159,Bagel,I-BAKERY-ITEM
160,Hey,O
160,There,O
160,I,O
160,Would,O
160,Like,O
160,A,B-QUANTITY
160,Large,B-SIZE
160,Cappuccino,B-COFFEE-TYPE
160,With,O
160,Hazelnut,B-ADD-ON
160,Syrup,I-ADD-ON
160,And,O
160,A,B-QUANTITY
160,Cinnamon,B-BAKERY-ITEM
160,roll,I-BAKERY-ITEM
161,Let,O
161,Me,O
161,Grab,O
161,A,B-QUANTITY
161,Tall,B-SIZE
161,Iced,B-TEMP
161,Mango,B-FLAVOR
161,Smoothie,I-BEVERAGE
161,With,O
161,Coconut,B-ADD-ON
161,Syrup,I-ADD-ON
161,And,O
161,A,B-QUANTITY
161,Ham,B-FOOD-ITEM
161,and,I-FOOD-ITEM
161,Cheese,I-FOOD-ITEM
161,Croissant,I-FOOD-ITEM
162,Let,O
162,Me,O
162,Grab,O
162,A,B-QUANTITY
162,Tall,B-SIZE
162,Iced,B-TEMP
162,Mango,B-FLAVOR
162,Smoothie,B-BEVERAGE
162,With,O
162,Coconut,B-FLAVOR
162,Syrup,B-ADD-ON
162,And,O
162,A,B-QUANTITY
162,Ham,B-FOOD-ITEM
162,and,I-FOOD-ITEM
162,Cheese,I-FOOD-ITEM
162,Croissant,I-FOOD-ITEM
163,I,O
163,Would,O
163,Like,O
163,A,B-QUANTITY
163,Tall,B-SIZE
163,Hot,B-TEMP
163,chai,B-COFFEE-TYPE
163,Latte,I-COFFEE-TYPE
163,With,O
163,Vanilla,B-ADD-ON
163,Syrup,I-ADD-ON
163,And,O
163,A,B-QUANTITY
163,Croissant,B-FOOD-ITEM
164,I,O
164,Will,O
164,Take,O
164,A,B-QUANTITY
164,Medium,B-SIZE
164,Mocha,B-COFFEE-TYPE
164,With,O
164,Whole,B-MILK-TYPE
164,Milk,I-MILK-TYPE
164,And,O
164,A,B-QUANTITY
164,Raspberry,B-BAKERY-ITEM
164,Scone,I-BAKERY-ITEM
165,Give,O
165,Me,O
165,A,B-QUANTITY
165,Small,B-SIZE
165,Americano,B-COFFEE-TYPE
165,With,O
165,Two,B-QUANTITY
165,Shots,B-ADD-ON
165,And,O
165,A,B-QUANTITY
165,Blueberry,B-BAKERY-ITEM
165,Scone,I-BAKERY-ITEM
166,Let,O
166,Me,O
166,Grab,O
166,A,B-QUANTITY
166,Medium,B-SIZE
166,Iced,B-TEMP
166,Cappuccino,B-COFFEE-TYPE
166,With,O
166,Vanilla,B-ADD-ON
166,Syrup,I-ADD-ON
166,And,O
166,A,B-QUANTITY
166,Croissant,B-FOOD-ITEM
167,Can,O
167,I,O
167,Get,O
167,A,B-QUANTITY
167,Medium,B-SIZE
167,Americano,B-COFFEE-TYPE
167,With,O
167,ten,B-QUANTITY
167,Sugars,B-SWEETENER
167,And,O
167,A,B-QUANTITY
167,Cinnamon,B-BAKERY-ITEM
167,Roll,I-BAKERY-ITEM
168,Get,O
168,Me,O
168,A,B-QUANTITY
168,Tall,B-SIZE
168,chai,B-COFFEE-TYPE
168,Latte,B-COFFEE-TYPE
168,With,O
168,Honey,B-SWEETENER
168,And,O
168,A,B-QUANTITY
168,Chocolate,B-BAKERY-ITEM
168,Croissant,I-BAKERY-ITEM
169,sauce,O
169,me,O
169,A,B-QUANTITY
169,Small,B-SIZE
169,Latte,B-COFFEE-TYPE
169,With,O
169,Almond,B-MILK-TYPE
169,Milk,I-MILK-TYPE
169,And,O
169,A,B-QUANTITY
169,Cinnamon,B-BAKERY-ITEM
169,Roll,I-BAKERY-ITEM
170,May,O
170,I,O
170,Order,O
170,A,B-QUANTITY
170,Medium,B-SIZE
170,Iced,B-TEMP
170,Green,B-BEVERAGE
170,Tea,I-BEVERAGE
170,With,O
170,Lemon,B-ADD-ON
170,Syrup,I-ADD-ON
170,And,O
170,A,B-QUANTITY
170,Cinnamon,B-BAKERY-ITEM
170,Roll,I-BAKERY-ITEM
171,Give,O
171,Me,O
171,A,B-QUANTITY
171,Small,B-SIZE
171,latte,B-COFFEE-TYPE
171,With,O
171,Two,B-QUANTITY
171,Shots,B-ADD-ON
171,of,O
171,espresso,B-ADD-ON
171,And,O
171,A,B-QUANTITY
171,coffe,B-BAKERY-ITEM
171,cake,I-BAKERY-ITEM
172,Get,O
172,Me,O
172,A,B-QUANTITY
172,Tall,B-SIZE
172,chai,B-COFFEE-TYPE
172,Latte,I-COFFEE-TYPE
172,With,O
172,Honey,B-SWEETENER
172,And,O
172,A,B-QUANTITY
172,Chocolate,B-BAKERY-ITEM
172,Croissant,I-BAKERY-ITEM
173,I,O
173,Would,O
173,Like,O
173,A,B-QUANTITY
173,Venti,B-SIZE
173,White,B-FLAVOR
173,Chocolate,I-FLAVOR
173,Mocha,B-COFFEE-TYPE
173,With,O
173,Almond,B-MILK-TYPE
173,Milk,I-MILK-TYPE
173,And,O
173,A,B-QUANTITY
173,Chocolate,B-BAKERY-ITEM
173,Brownie,I-BAKERY-ITEM
174,Give,O
174,Me,O
174,A,B-QUANTITY
174,Small,B-SIZE
174,Iced,B-TEMP
174,Vanilla,B-FLAVOR
174,Latte,B-COFFEE-TYPE
174,With,O
174,Soy,B-MILK-TYPE
174,Milk,I-MILK-TYPE
174,And,O
174,A,B-QUANTITY
174,Blueberry,I-BAKERY-ITEM
174,Scone,I-FOOD-ITEM
175,May,O
175,I,O
175,Have,O
175,A,B-QUANTITY
175,Large,B-SIZE
175,Flat,B-COFFEE-TYPE
175,White,B-MILK-TYPE
175,Coffee,B-COFFEE-TYPE
175,With,O
175,Chocolate,B-ADD-ON
175,Syrup,B-ADD-ON
175,And,O
175,A,B-QUANTITY
175,Ham,B-FOOD-ITEM
175,and,I-FOOD-ITEM
175,Cheese,I-FOOD-ITEM
175,Bagel,I-FOOD-ITEM
176,May,O
176,I,O
176,Get,O
176,A,B-QUANTITY
176,Grande,B-SIZE
176,Flat,B-COFFEE-TYPE
176,White,B-MILK-TYPE
176,Coffee,I-COFFEE-TYPE
176,With,O
176,Three,B-QUANTITY
176,Sugars,B-SWEETENER
176,And,O
176,A,B-QUANTITY
176,Chocolate,B-BAKERY-ITEM
176,Croissant,I-BAKERY-ITEM
177,I,O
177,Would,O
177,Like,O
177,A,B-QUANTITY
177,Small,B-SIZE
177,Latte,B-COFFEE-TYPE
177,With,O
177,Almond,B-MILK-TYPE
177,Milk,I-MILK-TYPE
177,And,O
177,A,B-QUANTITY
177,Cinnamon,B-BAKERY-ITEM
177,Roll,I-BAKERY-ITEM
178,May,O
178,I,O
178,Have,O
178,A,B-QUANTITY
178,Large,B-SIZE
178,Flat,B-COFFEE-TYPE
178,White,B-MILK-TYPE
178,Coffee,B-COFFEE-TYPE
178,With,O
178,Chocolate,B-ADD-ON
178,Syrup,I-ADD-ON
178,And,O
178,A,B-QUANTITY
178,Ham,B-FOOD-ITEM
178,and,I-FOOD-ITEM
178,Cheese,I-FOOD-ITEM
178,Bagel,I-FOOD-ITEM
179,Let,O
179,Me,O
179,Grab,O
179,A,B-QUANTITY
179,Medium,B-SIZE
179,Iced,B-TEMP
179,Cappuccino,B-COFFEE-TYPE
179,With,O
179,Vanilla,B-ADD-ON
179,Syrup,I-ADD-ON
179,And,O
179,A,B-QUANTITY
179,Croissant,B-BAKERY-ITEM
180,Hey,O
180,There,O
180,May,O
180,I,O
180,Have,O
180,A,B-QUANTITY
180,Large,B-SIZE
180,Iced,B-TEMP
180,chai,B-COFFEE-TYPE
180,Latte,I-COFFEE-TYPE
180,With,O
180,Caramel,B-ADD-ON
180,Syrup,I-ADD-ON
180,And,O
180,A,B-QUANTITY
180,Raspberry,B-BAKERY-ITEM
180,Muffin,I-BAKERY-ITEM
181,Can,O
181,I,B-SIZE
181,Have,O
181,A,B-QUANTITY
181,Small,B-SIZE
181,Espresso,B-COFFEE-TYPE
181,With,O
181,Vanilla,B-ADD-ON
181,Syrup,I-ADD-ON
181,And,O
181,A,B-QUANTITY
181,Plain,B-BAKERY-ITEM
181,Bagel,I-BAKERY-ITEM
182,Can,O
182,I,O
182,Have,O
182,A,B-QUANTITY
182,Small,B-SIZE
182,Red,B-FLAVOR
182,Velvet,I-FLAVOR
182,Latte,B-COFFEE-TYPE
182,With,O
182,Whipped,B-ADD-ON
182,Cream,I-ADD-ON
182,And,O
182,A,B-QUANTITY
182,Cinnamon,B-BAKERY-ITEM
182,Roll,I-BAKERY-ITEM
183,I,O
183,Will,O
183,Take,O
183,A,B-QUANTITY
183,Grande,B-SIZE
183,Iced,B-TEMP
183,Mocha,B-COFFEE-TYPE
183,With,O
183,Vanilla,B-ADD-ON
183,Syrup,I-ADD-ON
183,And,O
183,A,B-QUANTITY
183,Blueberry,B-BAKERY-ITEM
183,Muffin,I-BAKERY-ITEM
184,May,O
184,I,O
184,Get,O
184,A,B-QUANTITY
184,Grande,B-SIZE
184,Flat,B-COFFEE-TYPE
184,White,B-ROAST-TYPE
184,Coffee,I-COFFEE-TYPE
184,With,O
184,Three,B-QUANTITY
184,Sugars,B-SWEETENER
184,And,O
184,A,B-QUANTITY
184,Chocolate,B-BAKERY-ITEM
184,Croissant,I-BAKERY-ITEM
185,Can,O
185,I,O
185,Get,O
185,A,B-QUANTITY
185,Small,B-SIZE
185,Espresso,B-COFFEE-TYPE
185,With,O
185,Soy,B-MILK-TYPE
185,Milk,I-MILK-TYPE
185,And,O
185,Caramel,B-ADD-ON
186,Get,O
186,Me,O
186,A,B-QUANTITY
186,Venti,B-SIZE
186,Iced,B-TEMP
186,Green,B-BEVERAGE
186,Tea,I-BEVERAGE
186,With,O
186,Lemon,B-ADD-ON
186,Syrup,I-ADD-ON
186,And,O
186,A,B-QUANTITY
186,Chocolate,B-BAKERY-ITEM
186,Cookie,I-BAKERY-ITEM
187,Let,O
187,Me,O
187,Grab,O
187,A,B-QUANTITY
187,Tall,B-SIZE
187,Iced,B-TEMP
187,Mango,B-FLAVOR
187,Smoothie,B-BEVERAGE
187,With,O
187,Coconut,B-ADD-ON
187,Syrup,I-ADD-ON
187,And,O
187,A,B-QUANTITY
187,Ham,B-FOOD-ITEM
187,and,I-FOOD-ITEM
187,Cheese,I-FOOD-ITEM
187,Croissant,I-FOOD-ITEM
188,Can,B-COFFEE-TYPE
188,I,B-SIZE
188,Have,O
188,A,B-QUANTITY
188,Large,B-SIZE
188,Flat,B-COFFEE-TYPE
188,White,B-MILK-TYPE
188,Coffee,I-COFFEE-TYPE
188,With,O
188,Chocolate,B-ADD-ON
188,Syrup,I-ADD-ON
188,And,O
188,A,B-QUANTITY
188,Egg,B-FOOD-ITEM
188,and,I-FOOD-ITEM
188,Cheese,I-FOOD-ITEM
188,Bagel,I-FOOD-ITEM
189,Give,O
189,me,O
189,A,B-QUANTITY
189,Small,B-SIZE
189,Caramel,B-FLAVOR
189,Macchiato,B-COFFEE-TYPE
189,With,O
189,Whipped,B-ADD-ON
189,Cream,I-ADD-ON
189,And,O
189,A,B-QUANTITY
189,Blueberry,B-BAKERY-ITEM
189,Muffin,I-BAKERY-ITEM
190,I,O
190,Would,O
190,Like,O
190,A,B-QUANTITY
190,Venti,B-SIZE
190,White,B-FLAVOR
190,Chocolate,I-FLAVOR
190,Mocha,B-COFFEE-TYPE
190,With,O
190,Almond,B-MILK-TYPE
190,Milk,I-MILK-TYPE
190,And,O
190,A,B-QUANTITY
190,Chocolate,B-FLAVOR
190,Brownie,O
191,let,O
191,me,O
191,get,O
191,a,B-QUANTITY
191,donut,B-BAKERY-ITEM
191,that's,O
191,it,O
192,I,O
192,want,O
192,a,B-QUANTITY
192,regular,B-SIZE
192,coffee,B-COFFEE-TYPE
192,sprinkled,O
192,with,O
192,cinnamon,B-FLAVOR
192,and,O
192,whipped,B-ADD-ON
192,cream,I-ADD-ON
192,please,O
193,I,O
193,want,O
193,a,B-QUANTITY
193,large,B-SIZE
193,hot,B-BEVERAGE
193,chocolate,I-BEVERAGE
193,with,O
193,whipped,B-ADD-ON
193,cream,I-ADD-ON
194,What,O
194,do,O
194,you,O
194,recommend,O
195,Two,B-QUANTITY
195,hot,B-TEMP
195,Lattes,B-COFFEE-TYPE
195,with,O
195,soy,B-MILK-TYPE
195,milk,I-MILK-TYPE
196,Hi,O
196,today,O
196,is,O
196,my,O
196,birthday,O
197,Are,O
197,there,O
197,any,O
197,cinnamon,B-BAKERY-ITEM
197,rolls,I-BAKERY-ITEM
197,left,O
198,My,O
198,son,O
198,wanted,O
198,a,B-QUANTITY
198,cinnamon,B-BAKERY-ITEM
198,roll,I-BAKERY-ITEM
198,and,O
198,an,B-QUANTITY
198,order,O
198,of,O
198,hashbrowns,B-FOOD-ITEM
199,Can,O
199,I,O
199,have,O
199,an,B-QUANTITY
199,extra,B-SIZE
199,large,B-SIZE
199,drip,B-COFFEE-TYPE
199,coffee,I-COFFEE-TYPE
199,italian,B-ROAST-TYPE
199,roast,I-ROAST-TYPE
200,Can,O
200,I,O
200,have,O
200,a,B-QUANTITY
200,large,B-SIZE
200,iced,B-TEMP
200,latte,B-COFFEE-TYPE
201,your,O
201,prices,O
201,are,O
201,too,O
201,high,O
202,you,O
202,sound,O
202,sexy,O
202,can,O
202,get,O
202,your,O
202,number,O
203,Can,O
203,I,O
203,get,O
203,just,O
203,a,B-QUANTITY
203,regular,O
203,medium,B-SIZE
203,roast,B-COFFEE-TYPE
203,americano,I-COFFEE-TYPE
204,May,O
204,I,O
204,please,O
204,have,O
204,a,B-QUANTITY
204,regular,B-SIZE
204,iced,B-TEMP
204,americano,B-COFFEE-TYPE
204,with,O
204,extra,B-QUANTITY
204,foam,B-ADD-ON
205,Can,O
205,I,O
205,get,O
205,one,B-QUANTITY
205,Americano,B-COFFEE-TYPE
205,iced,B-TEMP
205,with,O
205,two,B-QUANTITY
205,sugars,B-ADD-ON
206,May,O
206,I,O
206,please,O
206,have,O
206,a,B-QUANTITY
206,large,B-SIZE
206,decaf,B-COFFEE-TYPE
206,with,O
206,a,B-QUANTITY
206,tiny,I-QUANTITY
206,bit,O
206,of,O
206,hazelnut,B-ADD-ON
207,Could,O
207,I,O
207,get,O
207,a,B-QUANTITY
207,large,B-SIZE
207,iced,B-TEMP
207,macchiato,B-COFFEE-TYPE
207,with,O
207,two,B-QUANTITY
207,sugars,B-SWEETENER
207,and,O
207,some,O
207,caramel,B-FLAVOR
207,and,O
207,whipped,B-ADD-ON
207,cream,I-ADD-ON
207,oh,O
207,and,O
207,use,O
207,almond,B-MILK-TYPE
207,milk,I-MILK-TYPE
207,and,O
207,one,B-QUANTITY
207,cinnamon,B-BAKERY-ITEM
207,roll,I-BAKERY-ITEM
208,One,B-QUANTITY
208,brownie,B-BAKERY-ITEM
208,that's,O
208,it,O
209,Extra,B-QUANTITY
209,sugar,B-SWEETENER
209,in,O
209,a,B-QUANTITY
209,americano,B-COFFEE-TYPE
209,size,O
209,small,B-SIZE
210,Id,O
210,like,O
210,a,B-QUANTITY
210,large,B-SIZE
210,iced,B-TEMP
210,americano,B-COFFEE-TYPE
211,Just,O
211,a,B-QUANTITY
211,regular,B-SIZE
211,coffee,B-COFFEE-TYPE
211,please,O
212,Hi,O
212,I'd,O
212,like,O
212,a,B-QUANTITY
212,regular,B-SIZE
212,americano,B-COFFEE-TYPE
212,with,O
212,two,B-QUANTITY
212,extra,B-QUANTITY
212,shots,B-ADD-ON
212,of,O
212,espresso,I-ADD-ON
213,I,O
213,want,O
213,an,B-QUANTITY
213,egg,B-FOOD-ITEM
213,and,I-FOOD-ITEM
213,cheese,I-FOOD-ITEM
214,one,B-QUANTITY
214,large,B-SIZE
214,iced,B-TEMP
214,americano,B-COFFEE-TYPE
214,with,O
214,four,B-QUANTITY
214,sugars,B-SWEETENER
214,and,O
214,caramel,B-FLAVOR
214,drizzle,I-FLAVOR
215,Hi,O
215,can,O
215,I,O
215,please,O
215,get,O
215,two,B-QUANTITY
215,vanilla,B-FLAVOR
215,ice,B-TEMP
215,lattes,B-COFFEE-TYPE
215,and,O
215,one,B-QUANTITY
215,large,B-SIZE
215,iced,B-TEMP
215,tea,B-BEVERAGE
215,with,I-BEVERAGE
215,two,B-QUANTITY
215,sugars,B-SWEETENER
215,half,B-MILK-TYPE
215,and,I-MILK-TYPE
215,half,I-MILK-TYPE
215,milk,I-MILK-TYPE
215,whipped,B-MILK-TYPE
215,cream,I-MILK-TYPE
215,and,B-ADD-ON
215,some,O
215,caramel,B-FLAVOR
216,I'd,O
216,like,O
216,a,B-QUANTITY
216,small,B-SIZE
216,iced,B-TEMP
216,americano,B-COFFEE-TYPE
216,black,I-COFFEE-TYPE
216,no,B-QUANTITY
216,cream,B-ADD-ON
217,One,B-QUANTITY
217,Large,B-SIZE
217,Black,B-COFFEE-TYPE
217,coffee,I-COFFEE-TYPE
217,with,O
217,whipped,B-ADD-ON
217,cream,I-ADD-ON
217,and,O
217,a,B-QUANTITY
217,tap,B-BEVERAGE
217,water,I-BEVERAGE
218,can,O
218,I,O
218,get,O
218,one,B-QUANTITY
218,iced,B-TEMP
218,macchiato,B-COFFEE-TYPE
218,with,O
218,two,B-QUANTITY
218,sugars,B-SWEETENER
218,that,O
218,it,O
218,thank,O
218,you,O
219,Let,O
219,me,O
219,have,O
219,a,B-QUANTITY
219,large,B-SIZE
219,coffee,B-COFFEE-TYPE
219,medium,B-SIZE
219,black,B-ROAST-TYPE
220,Can,O
220,I,O
220,get,O
220,a,B-QUANTITY
220,large,B-SIZE
220,coffee,B-COFFEE-TYPE
220,please,O
221,I'd,O
221,like,O
221,a,B-QUANTITY
221,large,B-SIZE
221,decaf,B-COFFEE-TYPE
221,with,O
221,Vanilla,B-FLAVOR
221,and,O
221,a,B-QUANTITY
221,small,B-SIZE
221,cappuccino,B-COFFEE-TYPE
221,with,O
221,crumbles,B-ADD-ON
221,on,O
221,top,O
222,Can,O
222,I,O
222,get,O
222,a,B-QUANTITY
222,small,B-SIZE
222,hot,B-BEVERAGE
222,chocolate,I-BEVERAGE
222,with,O
222,whipped,B-ADD-ON
222,cream,I-ADD-ON
222,and,O
222,a,B-QUANTITY
222,regular,B-SIZE
222,coffee,B-COFFEE-TYPE
222,with,O
222,vanilla,B-FLAVOR
222,syrup,I-FLAVOR
223,hi,O
223,I,O
223,like,O
223,to,O
223,place,O
223,an,O
223,order,O
223,I,O
223,like,O
223,to,O
223,get,O
223,one,B-QUANTITY
223,large,B-SIZE
223,mocha,B-COFFEE-TYPE
223,latte,I-COFFEE-TYPE
223,with,O
223,vanilla,B-ADD-ON
223,and,O
223,two,B-QUANTITY
223,sugars,B-SWEETENER
223,and,O
223,one,B-QUANTITY
223,brownie,B-BAKERY-ITEM
224,I'd,O
224,like,O
224,a,B-QUANTITY
224,regular,B-SIZE
224,sized,O
224,iced,B-TEMP
224,hot chocolate,B-BEVERAGE
224,chocolate,I-BEVERAGE
225,How,O
225,about,O
225,a,B-QUANTITY
225,donut,B-BAKERY-ITEM
226,I,O
226,want,O
226,a,B-QUANTITY
226,large,B-SIZE
226,latte,B-COFFEE-TYPE
226,with,O
226,ice,B-ADD-ON
226,and,O
226,no,B-QUANTITY
226,toppings,B-ADD-ON
226,please,O
227,Espresso,B-COFFEE-TYPE
227,with,O
227,six,B-QUANTITY
227,shots,B-ADD-ON
228,one,B-QUANTITY
228,large,B-SIZE
228,hot,B-BEVERAGE
228,chocolate,I-BEVERAGE
228,with,O
228,hazelnut,B-ADD-ON
229,Please,O
229,could,O
229,I,O
229,get,O
229,one,B-QUANTITY
229,espresso,B-COFFEE-TYPE
229,small,B-SIZE
229,with,O
229,two,B-QUANTITY
229,shots,B-ADD-ON
229,of,O
229,caramel,I-ADD-ON
230,One,B-QUANTITY
230,medium,B-SIZE
230,hot,B-TEMP
230,black,B-COFFEE-TYPE
230,coffee,I-COFFEE-TYPE
231,Large,B-SIZE
231,light,B-ROAST-TYPE
231,roast,I-ROAST-TYPE
231,cappuccino,B-COFFEE-TYPE
231,iced,B-ADD-ON
231,with,O
231,caramel,B-ADD-ON
231,and,O
231,one,B-QUANTITY
231,espresso,B-ADD-ON
231,shot,I-ADD-ON
231,please,O
232,what,O
232,time,O
232,are,O
232,you,O
232,open,O
232,until,O
233,Can,O
233,I,O
233,please,O
233,have,O
233,a,B-QUANTITY
233,small,B-SIZE
233,french,B-ROAST-TYPE
233,roast,I-ROAST-TYPE
233,iced,I-TEMP
233,latte,I-COFFEE-TYPE
234,Americano,B-COFFEE-TYPE
234,Large,B-SIZE
234,Iced,B-TEMP
234,with,O
234,milk,B-MILK-TYPE
235,Is,O
235,anyone,O
235,there,O
235,hello,O
236,I,O
236,would,O
236,like,O
236,a,B-QUANTITY
236,large,B-SIZE
236,hot,B-BEVERAGE
236,chocolate,I-BEVERAGE
236,with,O
236,whipped,B-ADD-ON
236,cream,I-ADD-ON
236,on,O
236,it,O
237,Could,O
237,I,O
237,get,O
237,one,B-QUANTITY
237,large,B-SIZE
237,hot,B-TEMP
237,Latte,B-COFFEE-TYPE
237,and,O
237,one,B-QUANTITY
237,cinnamon,B-BAKERY-ITEM
237,rolls,I-BAKERY-ITEM
238,Hi,O
238,can,O
238,I,O
238,have,O
238,just,O
238,a,B-QUANTITY
238,donut,B-BAKERY-ITEM
238,please,O
239,Can,O
239,I,O
239,get,O
239,a,B-QUANTITY
239,small,B-SIZE
239,iced,B-TEMP
239,coffee,B-COFFEE-TYPE
239,with,O
239,hazelnut,B-ADD-ON
240,If,O
240,you,O
240,have,O
240,any,O
240,egg,B-FOOD-ITEM
240,and,I-FOOD-ITEM
240,cheese,I-FOOD-ITEM
240,I'll,O
240,take,O
240,two,B-QUANTITY
240,and,O
240,a,B-QUANTITY
240,hot,B-BEVERAGE
240,chocolate,I-BEVERAGE
241,Could,O
241,you,O
241,make,O
241,that,O
241,with,O
241,no,B-DIETARY-NEEDS
241,sugar,I-DIETARY-NEEDS
242,I,O
242,need,O
242,a,B-QUANTITY
242,triple,B-QUANTITY
242,shot,I-QUANTITY
242,of,O
242,espresso,B-COFFEE-TYPE
242,to,O
242,power,O
242,through,O
242,the,O
242,afternoon,O
243,A,B-QUANTITY
243,small,B-SIZE
243,hot,B-TEMP
